Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m)
1771006002,0,0,0,2.594,0,1.69,0,0,0,0,174,0,13.6,161
1771006004,2.4594594594594597,0.6891891891891891,0,2.669,2.58594,6.57,5.17188,12.75,0.17229729729729729,258,174,6.5,13.4,161
1771006005,2.6621621621621623,0.8783783783783784,0,2.669,2.58594,9.13,7.75781,12.625,0.17060810810810811,258,176,6.25,5.2,161
1771006006,2.7567567567567566,0.9324324324324325,0,2.687,2.58594,11.14,10.34375,12.375,0.16722972972972974,258,176,6.25,-1,161
1771006007,2.7837837837837838,0.9324324324324325,0,2.687,2.58594,13.62,12.92969,12.375,0.16722972972972974,258,176,6.25,-5.6,161
1771006008,2.7837837837837838,0.9324324324324325,0,2.725,2.58594,16.42,15.51563,12.375,0.16722972972972974,258,176,6.25,-9,161
1771006009,2.824324324324324,0.9324324324324325,0,2.734,2.58594,18.55,18.10156,12.375,0.16722972972972974,258,178,6.25,-11.8,161
1771006010,2.8378378378378377,0.9324324324324325,0,2.725,2.74219,21.18,20.84375,12.5,0.16891891891891891,258,178,6.25,-13.6,161
1771006011,2.8378378378378377,0.9324324324324325,0,2.715,2.72656,24.31,23.57031,12.625,0.17060810810810811,258,178,6.375,-15.2,161
1771006012,2.8513513513513513,0.9324324324324325,0,2.706,2.71875,27.08,26.28906,12.625,0.17060810810810811,258,178,6.375,-16.4,161
1771006013,2.810810810810811,0.9459459459459459,0,2.659,2.66797,29.72,28.95703,12.625,0.17060810810810811,258,176,6.375,-17.2,161
1771006014,2.810810810810811,0.9459459459459459,0,2.641,2.66797,32.19,31.625,12.625,0.17060810810810811,258,176,6.5,-18,161
1771006015,2.7837837837837838,0.9459459459459459,0,2.613,2.64453,34.7,34.26953,12.5,0.16891891891891891,258,176,6.5,-18.4,161
1771006016,2.7567567567567566,0.9459459459459459,0,2.603,2.61719,36.93,36.88672,12.5,0.16891891891891891,258,176,6.5,-19,161
1771006017,2.7567567567567566,0.9459459459459459,0,2.594,2.61719,39.3,39.50391,12.5,0.16891891891891891,258,176,6.5,-19.2,161
1771006018,2.7432432432432434,0.9459459459459459,0.013513513513513514,2.575,2.61719,42.4,42.12109,12.5,0.16891891891891891,262,176,6.5,-19.6,161
1771006019,2.7027027027027026,0.9459459459459459,0.013513513513513514,2.566,2.58203,45.77,44.70313,12.5,0.16891891891891891,262,176,6.5,-19.8,161
1771006020,2.6621621621621623,0.9459459459459459,0.013513513513513514,2.594,2.57031,49.05,47.27344,12.5,0.16891891891891891,262,176,6.5,-19.8,161
1771006021,2.675675675675676,0.9324324324324325,0.013513513513513514,2.613,2.59766,52.19,49.87109,12.5,0.16891891891891891,262,174,6.125,-20,161
1771006022,2.689189189189189,0.9324324324324325,0.013513513513513514,2.603,2.61719,54.95,52.48828,12.375,0.16722972972972974,262,174,6.125,-20,161
1771006023,2.675675675675676,0.9324324324324325,0.013513513513513514,2.622,2.60938,57.59,55.09766,12.375,0.16722972972972974,262,174,6.125,-20.2,161
1771006024,2.7027027027027026,0.9324324324324325,0.013513513513513514,2.659,2.625,60.26,57.72266,12.375,0.16722972972972974,262,174,6.125,-20.2,161
